ID,Comments
585,The battery has never worked right. He says he cant use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.
2401,Hopes to get an additonal line working by the end of the week for his wife.
2981,Wants information on our Internet service. Referred him to web site.
3749,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
906,Wants a new faceplate.
3414,Wanted to know the nearest store location. Wants to buy additional accessories.
693,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3115,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1718,Did not want to wait for us to implement GSM.
346,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
2746,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
255,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
317,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
599,He expected significantly better Technical Support.
3232,Wants a new faceplate.
1342,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
1494,Needed help figuring out his bill. I explained our minute charges.
3678,Wanted to know the nearest store location. Wants to buy additional accessories.
3688,He expected more from Technical Support.
2617,Hopes to get an additonal line working by the end of the week for his wife.
733,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
374,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3083,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1739,He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.
1412,Wants to know how to do text messaging. Referred him to web site.
3487,Asked about how to change his ring tones. Referred him to web site.
207,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2829,Wants to get an additional line working by the end of the week for his goat.
766,Hochie Momma
1322,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
2528,Needed help figuring out his bill. I explained our minute charges.
583,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2031,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
166,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2667,The clearity of the calls was bad. Way too much static on the handset.
3355,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2790,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1112,Really wants the new phone from XVYX which has the PDA built in.
111,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
3698,Wants to know how to do text messaging. Referred him to web site.
1467,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1396,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
2437,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
2837,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1206,Did not want to wait for us to implement GSM.
1219,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
1482,Wants to change address.
2715,Needed help figuring out his bill. I explained our minute charges.
1632,He expected significantly better Technical Support.
1257,The signal on my handset was always weak. Even when I replaced the battery.
513,Asked about how to change his ring tones. Referred him to web site.
1214,Hopes to get an additonal line working by the end of the week for his wife.
1812,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked."
2445,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
1010,Wanted to know the nearest store location. Wants to buy additional accessories.
645,He found a better rate and no contract. He said he cold not wait until his contract expired.
2480,Wants a new faceplate.
3125,Hopes to get an additonal line working by the end of the week for his wife.
2862,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
943,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1260,Wanted to know the nearest store location. Wants to buy additional accessories.
1341,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
439,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3359,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2474,Wants information on our Internet service. Referred him to web site.
2383,Wanted to know the nearest store location. Wants to buy additional accessories.
2431,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
1357,transferred to manager ASAP
2085,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1288,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
820,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
2738,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1775,Wanted to know the nearest store location. Wants to buy additional accessories.
135,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his phone. I switched him ot the manager.
52,He expected significantly better Technical Support.
3423,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
951,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
225,Is it possible that the handset is causing brain cancer. I heard about this from the news.
2682,Wanted to know the nearest store location. Wants to buy additional accessories.
953,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2609,Said his battery never has worked well. Wants a new phone ASAP.
3440,cant figure out how to check his vm when out of area. I referred him to our web site.
2813,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2953,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
3783,Wanted to know the nearest store location. Wants to buy additional accessories.
3786,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
602,He expected significantly better Technical Support.
142,Hopes to get an additonal line working by the end of the week for his wife.
3279,Needed help figuring out his bill. I explained our minute charges.
1305,Your customer handset was really bad. I had to wait forever to get help.
3054,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3067,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2352,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1076,He expected significantly better Technical Support.
424,Asked about how to change his ring tones. Referred him to web site.
3547,Wanted to know the nearest store location. Wants to buy additional accessories.
8,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3175,The clearity of the calls was bad. Way too much static on the handset.
445,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1008,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3310,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
702,Hopes to get an additonal line working by the end of the week for his wife.
272,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
3454,Wants to know how to do text messaging. Referred him to web site.
1716,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3540,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
214,"He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame. He was replaced it, but still has the same problem."
2556,Wanted to know the nearest store location. Wants to buy additional accessories.
2218,Asked about how to change his ring tones. Referred him to web site.
2548,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2647,Wants information on our Internet service. Referred him to web site.
2217,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1108,Really wants the new phone from XVYX which has the PDA built in.
3714,Wants information on our Internet service. Referred him to web site.
3013,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3570,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1613,Said his battery never has worked well. Wants a new phone ASAP.
117,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1863,Asked how to disable call waiting. referred him to web site.
3295,Wanted to know the nearest store location. Wants to buy additional accessories.
3577,Asked how to disable call waiting. referred him to web site.
2455,Wants to know how to do text messaging. Referred him to web site.
1041,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
654,Hopes to get an additonal line working by the end of the week for his wife.
713,Wanted to know the nearest store location. Wants to buy additional accessories.
1425,Wants to know how to do text messaging. Referred him to web site.
1891,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his phone. He says that he simply does not trust our system."
3338,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1574,Said his battery never has worked well. Wants a new phone ASAP.
2945,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
595,Said his battery never has worked well. Wants a new phone ASAP.
360,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
547,Said his battery never has worked well. Wants a new phone ASAP.
2033,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
670,Does not understand why he gets charged for roaming. I referred him to the web site.
1231,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
201,Wanted to know the nearest store location. Wants to buy additional accessories.
1319,He does not know if the problems are related to the phone or if it is just the battery.
1524,Wanted to know the nearest store location. Wants to buy additional accessories.
79,Said his battery never has worked well. Wants a new phone ASAP.
1997,Wants to change address.
60,I expected significantly better Technical Support.
717,Really wants the new phone from XVYX which has the PDA built in.
769,I had a terrible time with the handset. It really did not work well.
2487,Asked about how to change his ring tones. Referred him to web site.
2062,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1328,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
22,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1318,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2560,Wanted to know the nearest store location. Wants to buy additional accessories.
2146,Wanted to know the nearest store location. Wants to buy additional accessories.
2680,Lost the directions to phone and wants another manual. I referred him to web site.
1982,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1858,transferred to manager ASAP
209,Wanted to know the nearest store location. Wants to buy additional accessories.
1774,Wanted to know the nearest store location. Wants to buy additional accessories.
53,He asked for a new phone number. I referred him to customer care.
500,Wanted to know the nearest store location. Wants to buy additional accessories.
2145,The signal on my handset was always weak. Even when I replaced the battery.
92,He expected significantly better Technical Support.
1500,Needed help figuring out his bill. I explained our minute charges.
1790,Hochie Momma
289,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
1072,Asked how to disable call waiting. referred him to web site.
3503,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1553,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2803,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
1650,Wants to add additional lines for family. Needs more info on rates.
1313,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
639,Lost his charger and wants to know where he can another ASAP. I suggested local store.
1280,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2863,Said his battery never has worked well. Wants a new phone ASAP.
3433,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
715,He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.
850,Handset sucked
3525,Needed help figuring out his bill. I explained our minute charges.
1410,Wants to change address.
2728,Wants a new faceplate.
1289,He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.
2663,Wanted to know the nearest store location. Wants to buy additional accessories.
1906,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
3593,Wants to change address.
3690,Hopes to get an additonal line working by the end of the week for his wife.
2424,Wanted to know the nearest store location. Wants to buy additional accessories.
987,Needed help figuring out his bill. I explained our minute charges.
1006,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3633,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3216,Wants to know how to do text messaging. Referred him to web site.
1301,Said his battery never has worked well. Wants a new phone ASAP.
3210,Wants to know how to do text messaging. Referred him to web site.
2743,Wants to know how to do text messaging. Referred him to web site.
822,He does not know if the problems are related to the phone or if it is just the battery.
1339,Wanted to know the nearest store location. Wants to buy additional accessories.
90,He expected significantly better Technical Support.
2867,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
745,The signal on my handset was always weak. Even when I replaced the battery.
2544,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2854,Said his battery never has worked well. Wants a new phone ASAP.
692,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
61,transferred to manager ASAP
2211,Wants a new faceplate.
3406,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3692,Wanted more information on the family plan. Also asked about how he could use call screening.
1226,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his phone sucks, and thinks our service is abysmal."
3094,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
990,Really is unhappy with the website. Claims the self service stuff does not work.
3497,Wants to know how to do text messaging. Referred him to web site.
2827,Asked about how to change his ring tones. Referred him to web site.
1291,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?
1283,"He hates his phone. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car"
75,He asked for a new phone number. I referred him to customer care.
2798,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3790,Wanted to know the nearest store location. Wants to buy additional accessories.
1565,Asked how to disable call waiting. referred him to web site.
2443,Called to change his address and see if he could get a new number since he is moving to a different city.
2508,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2034,Wanted to know the nearest store location. Wants to buy additional accessories.
1911,Wanted more information on the family plan. Also asked about how he could use call screening.
3166,The signal on my handset was always weak. Even when I replaced the battery.
1469,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1022,Wanted to know the nearest store location. Wants to buy additional accessories.
730,I needed a handset which also functioned as a PDA. You did not offer such a model.
1334,He does not know if the problems are related to the phone or if it is just the battery.
318,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
2623,Said his battery never has worked well. Wants a new phone ASAP.
3085,Asked how to disable call waiting. referred him to web site.
2717,Wants information on our Internet service. Referred him to web site.
2704,Wants a new faceplate.
3388,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
1756,The handset really sucked. I could not hear anything near my house.
1873,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
792,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
616,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
651,Wanted to know the nearest store location. Wants to buy additional accessories.
3453,Wants a new faceplate.
1488,Wants to change address.
2457,Wants a new faceplate.
3439,Called to change his address and see if he could get a new number since he is moving to a different city.
3628,Needed help figuring out his bill. I explained our minute charges.
3803,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1003,Wanted to know the nearest store location. Wants to buy additional accessories.
1335,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2154,The clearity of the calls was bad. Way too much static on the handset.
1816,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
2927,Wanted to know the nearest store location. Wants to buy additional accessories.
494,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
732,The handset really sucked. I could not hear anything near my house.
3623,Wanted to know the nearest store location. Wants to buy additional accessories.
1011,Wanted to know the nearest store location. Wants to buy additional accessories.
3212,Wants a new faceplate.
3308,Wanted to know the nearest store location. Wants to buy additional accessories.
3296,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
573,transferred to manager ASAP
2071,Asked how to disable call waiting. referred him to web site.
363,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
1886,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
97,He asked for a new phone number. I referred him to customer care.
704,Wanted to know the nearest store location. Wants to buy additional accessories.
2848,Asked how to disable call waiting. referred him to web site.
2751,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3679,He expected significantly better Technical Support.
2444,cant figure out how to check his vm when out of area. I referred him to our web site.
3016,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1245,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
549,Said his battery never has worked well. Wants a new phone ASAP.
2046,Wanted to know the nearest store location. Wants to buy additional accessories.
3538,Wanted to know the nearest store location. Wants to buy additional accessories.
889,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.
2017,Called about new plan. Might switch soon. Wants more minutes.
3708,He expected significantly better Technical Support.
2900,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
284,Handset sucked
3111,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1012,Wanted to know the nearest store location. Wants to buy additional accessories.
320,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
2569,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1407,Handset sucked
1694,Does not understand why he gets charged for roaming. I referred him to the web site.
2610,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
470,Needed help figuring out his bill. I explained our minute charges.
3470,Wants information on our Internet service. Referred him to web site.
2789,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3718,I expected significantly better Technical Support.
1374,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
1776,Wanted to know the nearest store location. Wants to buy additional accessories.
2753,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2010,Needed help figuring out his bill. I explained our minute charges.
446,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
844,Called to change his address and see if he could get a new number since he is moving to a different city.
752,Wanted to know the nearest store location. Wants to buy additional accessories.
3225,Wants information on our Internet service. Referred him to web site.
2952,cant figure out how to check his vm when out of area. I referred him to our web site.
3757,Called about new plan. Might switch soon. Wants more minutes.
3089,Asked how to disable call waiting. referred him to web site.
1924,Wants to know how to do text messaging. Referred him to web site.
2871,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2356,Wants to add additional lines for family. Needs more info on rates.
2935,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
1741,Really wants the new phone from XVYX which has the PDA built in.
3063,Wanted to know the nearest store location. Wants to buy additional accessories.
1890,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.
604,He expected significantly better Technical Support.
353,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks. He can not wait to change phones. He wanted to know if we would send him a new phone."
3747,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3768,Needed help figuring out his bill. I explained our minute charges.
1534,Wanted to know the nearest store location. Wants to buy additional accessories.
761,Wanted to know the nearest store location. Wants to buy additional accessories.
2840,Asked how to disable call waiting. referred him to web site.
993,Called about new plan. Might switch soon. Wants more minutes.
2689,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
872,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
3317,Wants to get an additional line working by the end of the week for his goat.
1675,Wanted to know the nearest store location. Wants to buy additional accessories.
1532,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2997,Asked about how to change his ring tones. Referred him to web site.
1529,Wanted to know the nearest store location. Wants to buy additional accessories.
3172,Wanted to know the nearest store location. Wants to buy additional accessories.
2657,I suspect that the handset on my phone was defective from the day I bought it.
936,Asked about how to change his ring tones. Referred him to web site.
428,Asked about how to change his ring tones. Referred him to web site.
2251,Wants to add additional lines for family. Needs more info on rates.
2198,Wants to know how to do text messaging. Referred him to web site.
3219,Wants to know how to do text messaging. Referred him to web site.
2596,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
3535,Wanted to know the nearest store location. Wants to buy additional accessories.
2371,Wanted to know the nearest store location. Wants to buy additional accessories.
3532,Really is unhappy with the website. Claims the self service stuff does not work.
3798,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
788,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked."
2044,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
1215,Hopes to get an additonal line working by the end of the week for his wife.
2968,Wants a new faceplate.
2337,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3587,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2471,Needed help figuring out his bill. I explained our minute charges.
1185,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
1902,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
121,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1560,Asked how to disable call waiting. referred him to web site.
2007,Needed help figuring out his bill. I explained our minute charges.
2551,Wanted to know the nearest store location. Wants to buy additional accessories.
3673,I expected significantly better Technical Support.
469,Needed help figuring out his bill. I explained our minute charges.
1615,Said his battery never has worked well. Wants a new phone ASAP.
3756,Called about new plan. Might switch soon. Wants more minutes.
2057,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
221,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2859,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
853,Handset sucked
96,He expected significantly better Technical Support.
2252,Wants to change address.
977,Wants to change address.
3312,Wanted to know the nearest store location. Wants to buy additional accessories.
338,Handset sucked
1327,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2979,Needed help figuring out his bill. I explained our minute charges.
1537,Asked about how to change his ring tones. Referred him to web site.
920,Wants information on our Internet service. Referred him to web site.
1172,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
1530,Wanted to know the nearest store location. Wants to buy additional accessories.
1270,Wanted to know the nearest store location. Wants to buy additional accessories.
3711,Needed help figuring out his bill. I explained our minute charges.
2261,Really is unhappy with the website. Claims the self service stuff does not work.
493,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1764,Wanted to know the nearest store location. Wants to buy additional accessories.
3687,He expected significantly better Technical Support.
17,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
980,Wants to change address.
1809,"His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point."
158,Does not understand why he gets charged for roaming. I referred him to the web site.
2494,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2606,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2879,Wanted to know the nearest store location. Wants to buy additional accessories.
3167,Wanted to know the nearest store location. Wants to buy additional accessories.
2736,Asked about how to change his ring tones. Referred him to web site.
1205,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
2413,I suspect that the handset on my phone was defective from the day I bought it.
3143,Hopes to get an additonal line working by the end of the week for his wife.
1913,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.
3485,Asked about how to change his ring tones. Referred him to web site.
3052,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
838,transferred to manager ASAP
427,Asked about how to change his ring tones. Referred him to web site.
2418,Wanted to know the nearest store location. Wants to buy additional accessories.
2662,Wanted to know the nearest store location. Wants to buy additional accessories.
463,Wants to change address.
3283,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
962,Called about new plan. Might switch soon. Wants more minutes.
2761,Called about new plan. Might switch soon. Wants more minutes.
2618,Said his battery never has worked well. Wants a new phone ASAP.
3396,Hopes to get an additonal line working by the end of the week for his wife.
234,Wanted to know the nearest store location. Wants to buy additional accessories.
3550,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
2530,Really is unhappy with the website. Claims the self service stuff does not work.
2937,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa"
365,Hopes to get an additonal line working by the end of the week for his wife.
1697,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
873,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
3723,I expected significantly better Technical Support.
498,Wanted to know the nearest store location. Wants to buy additional accessories.
1631,He asked for a new phone number. I referred him to customer care.
1092,Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
475,Needed help figuring out his bill. I explained our minute charges.
866,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.
1517,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
86,Really wants the new phone from XVYX which has the PDA built in.
3456,Wants a new faceplate.
3037,Needed help figuring out his bill. I explained our minute charges.
862,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
2257,Needed help figuring out his bill. I explained our minute charges.
3162,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
334,transferred to manager ASAP
2220,Asked about how to change his ring tones. Referred him to web site.
867,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his phone. He says that he simply does not trust our system."
2922,The signal on my handset was always weak. Even when I replaced the battery.
938,Asked about how to change his ring tones. Referred him to web site.
2181,Hopes to get an additonal line working by the end of the week for his wife.
816,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
1626,He expected significantly better Technical Support.
232,I suspect that the handset on my phone was defective from the day I bought it.
2002,Wants to change address.
2028,Wanted to know the nearest store location. Wants to buy additional accessories.
471,Needed help figuring out his bill. I explained our minute charges.
1558,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
609,He asked for a new phone number. I referred him to customer care.
6,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3791,Wanted to know the nearest store location. Wants to buy additional accessories.
1653,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2233,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1356,Called to change his address and see if he could get a new number since he is moving to a different city.
3336,Asked how to disable call waiting. referred him to web site.
2603,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
830,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
3223,Needed help figuring out his bill. I explained our minute charges.
1380,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
3302,Wanted to know the nearest store location. Wants to buy additional accessories.
756,Phone sucked
1597,transferred to manager ASAP
1908,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
2526,Needed help figuring out his bill. I explained our minute charges.
2773,Needed help figuring out his bill. I explained our minute charges.
3664,Wanted to know the nearest store location. Wants to buy additional accessories.
1617,Said his battery never has worked well. Wants a new phone ASAP.
2555,Wanted to know the nearest store location. Wants to buy additional accessories.
1337,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
2042,Wanted to know the nearest store location. Wants to buy additional accessories.
509,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2186,Wants to know how to do text messaging. Referred him to web site.
1622,Really wants the new phone from XVYX which has the PDA built in.
1324,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2984,Wants information on our Internet service. Referred him to web site.
2420,Wanted to know the nearest store location. Wants to buy additional accessories.
139,Wanted to know the nearest store location. Wants to buy additional accessories.
3028,Wants to add additional lines for family. Needs more info on rates.
379,He found a better rate and no contract. He said he cold not wait until his contract expired.
